Real_AT_NoiBai,Real_AT_LangSon,Real_AT_LaoCai,Real_AT_Vinh,Real_AT_PhuBai,Real_AT_QuyNhon,Real_AT_TPHCM,Real_AT_CaMau,Predicted_AT_NoiBai,Predicted_AT_LangSon,Predicted_AT_LaoCai,Predicted_AT_Vinh,Predicted_AT_PhuBai,Predicted_AT_QuyNhon,Predicted_AT_TPHCM,Predicted_AT_CaMau
29.47364333,26.23225875,26.566975,29.543095420000004,29.978988329999996,28.46486792,27.193898749999995,27.0498225,28.905676,25.973867,27.174536,28.758379,29.19987,28.753145,27.418991,27.131033
30.52924792,27.04332,25.65440375,29.84741125,29.53194958,28.61128833,27.83603792,27.5554225,28.88879,26.119312,27.295902,29.024725,29.25473,28.49588,27.027824,26.783396
31.307239580000005,28.16329125,24.694625,30.29757792,29.68595208,28.7664425,28.458945420000003,27.538605,29.592691,26.657495,26.873663,29.353567,29.256866,28.70004,27.473652,27.156223
30.18435667,27.3898875,26.4641325,30.951132499999996,28.89800917,28.377829169999995,28.17667875,27.673373749999996,30.014742,27.247143,26.365807,29.648108,29.457565,28.892786,27.762424,27.273342
30.20048542,27.566515,29.163035,30.37475,29.61878667,28.32984833,26.49459667,27.689426249999997,29.23082,26.572084,27.270842,29.833555,28.908777,28.615458,27.77314,27.269295
27.92473625,26.65871875,25.01939,29.45849792,28.69998667,26.686495,25.12459542,25.42998875,29.555325,26.981129,28.679586,29.696205,29.484694,28.630388,27.041044,27.073282
28.905922500000003,25.90824625,25.99102625,27.54249792,24.905716250000005,25.75117958,25.03309208,24.34805125,27.38403,25.547651,25.557743,28.408266,28.168308,27.221603,25.737127,25.94509
27.35242542,26.41652375,27.206955,24.2433025,24.644026250000003,26.57804667,25.35282292,23.38004875,28.268423,25.398914,26.246267,27.601477,26.295612,26.46297,25.388145,25.192284
24.86806292,23.8877525,24.41802375,25.67893083,25.991785,25.592142920000004,24.8199525,23.7743975,27.293379,25.762806,26.790707,25.89476,26.386978,27.036222,25.307566,24.57858
26.44176875,25.16332,25.98299375,25.40329,26.340188750000003,25.20805167,25.428835,23.62911625,25.768175,23.971668,24.946,26.455318,26.665998,26.266623,25.105885,24.643524
26.39193708,24.086355,26.43832,25.73793625,26.78061,25.45540625,26.962016670000004,24.8739175,27.264776,25.463043,26.341133,26.433762,27.049942,26.097897,25.426392,24.64013
27.98226083,25.63145375,27.10812875,25.95840292,27.12264708,25.53448042,27.66386875,26.324391249999998,26.849247,24.492113,26.406982,26.614222,27.243465,26.333454,26.419676,25.521685
28.44817167,25.95851375,28.848011249999995,26.28189917,26.54593542,25.82802875,27.08881667,25.277446250000004,28.14342,25.797886,27.10288,26.943682,27.624855,26.495552,26.995834,26.249565
28.46022042,26.481135,29.396815,26.99114417,26.894982920000004,25.52415917,26.75397708,25.4284525,28.229143,25.762384,28.000565,27.141659,27.352407,26.764877,26.58438,25.63398
28.826659169999996,26.289405,28.831958749999995,26.7750125,26.87121667,25.77597208,25.39615208,24.475361250000002,28.232714,26.04616,28.19491,27.497175,27.526638,26.625666,26.600218,25.691442
28.736048329999996,25.77195375,24.7078025,26.61788417,27.186238329999995,25.68918833,24.73099917,24.67817125,28.244516,25.758307,27.792463,27.196829,27.363382,26.73102,25.700058,25.009995
28.855963329999998,26.61015375,27.89951,26.58487625,26.202748749999998,25.58646917,26.21116167,25.84459125,27.800827,25.139713,25.242544,26.746109,27.230354,26.526417,25.340143,25.039669
28.78097125,27.34093375,29.506727500000004,27.56211833,27.27040417,26.1229775,26.7964775,27.31303625,28.462332,26.149578,28.0904,27.141726,26.98517,26.47772,26.199392,25.83209
25.03940333,23.66524375,24.1028025,28.395037499999997,27.24128917,27.723055,26.09723917,25.771775,28.711317,26.75379,28.935436,27.973265,27.850988,26.985006,26.695242,26.51805
26.09111917,24.4097875,25.337085,27.13609625,28.437971669999996,27.66563292,23.92349125,25.51505125,25.597618,23.671492,24.480999,27.29396,27.039558,27.722054,25.978931,25.621029
26.64585583,24.40558625,25.25718,28.252236250000003,29.20416958,27.62377,25.00740083,27.34305625,27.274055,25.226355,26.656317,27.394564,28.142681,27.764359,24.932545,25.27521
26.30553375,24.607255,26.558745,28.391263750000004,28.5879025,28.094967920000002,25.26947958,24.6259975,27.306305,24.956938,26.256918,28.145908,28.689188,27.800499,25.812332,26.509483
25.62440042,23.50276875,26.5383,27.93618833,29.00193125,27.828945,24.89845083,26.553211250000004,27.089756,25.09397,27.020435,28.131239,28.330647,28.125454,25.193148,25.10768
24.25777792,23.64632875,26.975285,26.55612917,27.68303667,27.66404125,24.66365708,26.903208749999997,26.471054,24.178612,26.591585,27.621027,28.357115,27.820724,25.521553,26.110256
27.93723125,26.39646125,29.491816249999996,23.67863333,27.90617458,27.15403625,26.94202,27.17216,25.507748,24.091585,26.564688,26.720999,27.484613,27.514353,25.348873,26.189959
27.42888375,24.48377,24.708185,26.08157333,27.565922500000003,28.0777575,25.14580333,25.42654,28.0912,26.074211,28.414389,25.81316,28.289429,27.404337,26.551785,26.836533
27.67394125,25.33746125,27.26315125,27.33170667,29.91762,28.75163792,26.43360875,26.42723375,27.07854,24.3918,25.368942,26.838789,27.564867,28.02407,25.121695,25.553392
