YMD,NAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,TMP_2,DEW_2,RH,AT mean,AT max
2/28/1990,NOI BAI,21.22,105.81,1990,2,28,14.35714286,11.5,83.57142857,11.79395,13.54012
3/1/1990,NOI BAI,21.22,105.81,1990,3,1,15.25714286,10.31428571,73,12.67040857,15.04489
3/2/1990,NOI BAI,21.22,105.81,1990,3,2,14.08571429,11.68571429,85.85714286,11.52699143,12.16382
3/3/1990,NOI BAI,21.22,105.81,1990,3,3,14.0625,10.4125,78.875,11.48443625,13.22356
3/4/1990,NOI BAI,21.22,105.81,1990,3,4,14.7,10.5625,76.5,12.12040625,13.3352
3/5/1990,NOI BAI,21.22,105.81,1990,3,5,15.2,9.433333333,68.83333333,12.60013,14.30625
3/6/1990,NOI BAI,21.22,105.81,1990,3,6,15.24285714,7.9,62.28571429,12.61927,14.09521
3/7/1990,NOI BAI,21.22,105.81,1990,3,7,16.025,10.8,72.25,13.44109,15.06937
3/8/1990,NOI BAI,21.22,105.81,1990,3,8,14.57142857,13.37142857,92.71428571,12.03558286,13.07066
3/9/1990,NOI BAI,21.22,105.81,1990,3,9,15.08333333,14.01666667,93.33333333,12.55428833,13.37804
3/10/1990,NOI BAI,21.22,105.81,1990,3,10,16.97142857,15.3,90.14285714,14.45069,16.98857
3/11/1990,NOI BAI,21.22,105.81,1990,3,11,18.9625,17.7375,92.75,16.46710875,17.91377
3/12/1990,NOI BAI,21.22,105.81,1990,3,12,20.11666667,19.13333333,94,17.63570667,18.32208
3/13/1990,NOI BAI,21.22,105.81,1990,3,13,20.82857143,19.72857143,93.57142857,18.35244714,20.81932
3/14/1990,NOI BAI,21.22,105.81,1990,3,14,20.78,20.18,96.2,18.311074,19.03471
3/15/1990,NOI BAI,21.22,105.81,1990,3,15,20.8625,19.85,94,18.38803,19.12493
3/16/1990,NOI BAI,21.22,105.81,1990,3,16,21.45,20.15,92.5,18.976595,20.92637
3/17/1990,NOI BAI,21.22,105.81,1990,3,17,21.5,19.56666667,89.16666667,19.01737,20.42019
3/18/1990,NOI BAI,21.22,105.81,1990,3,18,20.675,17.55,83.125,18.166465,21.78731
3/19/1990,NOI BAI,21.22,105.81,1990,3,19,21.31428571,17.77142857,80.71428571,18.80530286,21.38206
3/20/1990,NOI BAI,21.22,105.81,1990,3,20,20.76666667,17.96666667,84.33333333,18.26395667,21.40042
3/21/1990,NOI BAI,21.22,105.81,1990,3,21,22.4625,20.225,87.5,19.9841675,22.81803
3/22/1990,NOI BAI,21.22,105.81,1990,3,22,24.82857143,21.9,84.14285714,22.36167,24.83204
3/23/1990,NOI BAI,21.22,105.81,1990,3,23,24.32857143,22.35714286,89,21.87166429,25.14554
3/24/1990,NOI BAI,21.22,105.81,1990,3,24,24.975,22.475,86.375,22.5160175,27.45316
3/25/1990,NOI BAI,21.22,105.81,1990,3,25,25.1375,22.4,85.25,22.676395,27.04638
3/26/1990,NOI BAI,21.22,105.81,1990,3,26,24.62857143,22.65714286,88.85714286,22.17445429,23.6423
3/27/1990,NOI BAI,21.22,105.81,1990,3,27,24.07142857,22.7,92.14285714,21.62131,23.05508
3/28/1990,NOI BAI,21.22,105.81,1990,3,28,23.525,22.625,94.75,21.0770125,22.46021
3/29/1990,NOI BAI,21.22,105.81,1990,3,29,22.875,21.25,90.75,20.409875,20.83921
3/30/1990,NOI BAI,21.22,105.81,1990,3,30,23.325,21.9875,92.125,20.86845875,23.25082
3/31/1990,NOI BAI,21.22,105.81,1990,3,31,23.92857143,22.65714286,92.57142857,21.47865429,22.5489
4/1/1990,NOI BAI,21.22,105.81,1990,4,1,24.375,23.175,93.125,21.9303275,23.65148
4/2/1990,NOI BAI,21.22,105.81,1990,4,2,25.85,23.6375,88,23.40355375,25.84899
4/3/1990,NOI BAI,21.22,105.81,1990,4,3,26.21428571,24.12857143,88.57142857,23.77316714,26.85064
4/4/1990,NOI BAI,21.22,105.81,1990,4,4,21.6,18.31666667,81.83333333,19.097645,22.46327
4/5/1990,NOI BAI,21.22,105.81,1990,4,5,17.42857143,13.82857143,79.85714286,14.88257714,16.26676
4/6/1990,NOI BAI,21.22,105.81,1990,4,6,18.71428571,16.67142857,88,16.20407286,18.19667
4/7/1990,NOI BAI,21.22,105.81,1990,4,7,21.225,19.0375,87.5,18.73592375,20.61746
4/8/1990,NOI BAI,21.22,105.81,1990,4,8,23.4,19.675,81.25,20.9076275,23.82274
4/9/1990,NOI BAI,21.22,105.81,1990,4,9,24.62857143,21.97142857,85.57142857,22.16396286,24.83663
4/10/1990,NOI BAI,21.22,105.81,1990,4,10,24.7875,22.8125,89.125,22.33480625,25.53855
4/11/1990,NOI BAI,21.22,105.81,1990,4,11,25.75,23.025,85.5,23.2947825,25.65019
4/12/1990,NOI BAI,21.22,105.81,1990,4,12,23.35714286,18.8,76.28571429,20.85164,22.62229
4/13/1990,NOI BAI,21.22,105.81,1990,4,13,24.51428571,18.35714286,69.71428571,21.99506429,28.75908
4/14/1990,NOI BAI,21.22,105.81,1990,4,14,23.95714286,21,83.85714286,21.4817,23.73711
4/15/1990,NOI BAI,21.22,105.81,1990,4,15,25.13333333,23.28333333,89.66666667,22.68576833,24.65313
4/16/1990,NOI BAI,21.22,105.81,1990,4,16,26.3625,24.3375,89,23.92368875,27.48835
4/17/1990,NOI BAI,21.22,105.81,1990,4,17,26.28333333,22.85,81.66666667,23.82223833,25.43915
4/18/1990,NOI BAI,21.22,105.81,1990,4,18,22.75,21.525,92.875,20.2898325,22.33633
4/19/1990,NOI BAI,21.22,105.81,1990,4,19,24.22857143,22.37142857,89.85714286,21.77248286,25.64407
4/20/1990,NOI BAI,21.22,105.81,1990,4,20,26.67142857,24.52857143,88.42857143,24.23368714,26.66867
4/21/1990,NOI BAI,21.22,105.81,1990,4,21,29.42857143,23.34285714,71.85714286,26.95614571,30.72265
4/22/1990,NOI BAI,21.22,105.81,1990,4,22,29.13333333,23.06666667,70.83333333,26.65845333,30.13696
4/23/1990,NOI BAI,21.22,105.81,1990,4,23,27.78,22.26,72.2,25.300898,27.43327
4/24/1990,NOI BAI,21.22,105.81,1990,4,24,21.11666667,17.25,79.83333333,18.60089167,22.08245
4/25/1990,NOI BAI,21.22,105.81,1990,4,25,20.46666667,17.75555556,84.44444444,17.96252667,19.60051
4/26/1990,NOI BAI,21.22,105.81,1990,4,26,22.1875,17.8125,78,19.67390625,22.30114
4/27/1990,NOI BAI,21.22,105.81,1990,4,27,24,20.0375,79.375,21.50957375,25.5156
4/28/1990,NOI BAI,21.22,105.81,1990,4,28,24.1,21.53333333,91.33333333,21.63186,24.9192
4/29/1990,NOI BAI,21.22,105.81,1990,4,29,27.82,24.04,80.6,25.367892,28.03732
4/30/1990,NOI BAI,21.22,105.81,1990,4,30,26.98571429,23.94285714,84.14285714,24.53712571,28.53738
5/1/1990,NOI BAI,21.22,105.81,1990,5,1,26.6,24.16,86.8,24.157048,26.05085
5/2/1990,NOI BAI,21.22,105.81,1990,5,2,27.66666667,24.85,85.16666667,25.22787167,28.4441
5/3/1990,NOI BAI,21.22,105.81,1990,5,3,26.78571429,24.77142857,88.85714286,24.35100286,26.87053
5/4/1990,NOI BAI,21.22,105.81,1990,5,4,21.5,17.92,80.6,18.992176,21.39583
5/5/1990,NOI BAI,21.22,105.81,1990,5,5,23.53333333,18.04444444,72.77777778,21.01521333,24.67603
5/6/1990,NOI BAI,21.22,105.81,1990,5,6,25.15555556,18,65.77777778,22.62702222,25.78626
5/7/1990,NOI BAI,21.22,105.81,1990,5,7,26.03333333,19.63333333,69.66666667,23.52452333,26.88578
5/8/1990,NOI BAI,21.22,105.81,1990,5,8,24.55,21.975,86,22.0859175,23.84722
5/9/1990,NOI BAI,21.22,105.81,1990,5,9,26.4,23.43333333,84.33333333,23.94713,26.65031
5/10/1990,NOI BAI,21.22,105.81,1990,5,10,26.66,24.2,86.6,24.2173,27.06321
5/11/1990,NOI BAI,21.22,105.81,1990,5,11,26.13333333,22.45,80.83333333,23.66701833,26.03096
5/12/1990,NOI BAI,21.22,105.81,1990,5,12,25.4,22.1,82.71428571,22.93273,26.53102
5/13/1990,NOI BAI,21.22,105.81,1990,5,13,26.93333333,22.81666667,79.16666667,24.46782833,28.21929
5/14/1990,NOI BAI,21.22,105.81,1990,5,14,27.64444444,23.87777778,80.88888889,25.19090778,28.63525
5/15/1990,NOI BAI,21.22,105.81,1990,5,15,27.45,24.3375,84,25.00466375,28.04803
5/16/1990,NOI BAI,21.22,105.81,1990,5,16,25.8625,22.5125,82.5,23.39876625,27.75595
5/17/1990,NOI BAI,21.22,105.81,1990,5,17,22.24285714,19.72857143,86.28571429,19.75824714,21.91272
5/18/1990,NOI BAI,21.22,105.81,1990,5,18,25.61666667,19.85,72.33333333,23.11367167,27.59382
5/19/1990,NOI BAI,21.22,105.81,1990,5,19,27.3,21.2,70.28571429,24.80756,27.80486
5/20/1990,NOI BAI,21.22,105.81,1990,5,20,25.875,23.65,87.5,23.428595,25.05685
5/21/1990,NOI BAI,21.22,105.81,1990,5,21,27.6625,25.1375,86.625,25.22812875,27.85841
5/22/1990,NOI BAI,21.22,105.81,1990,5,22,28.25714286,25.54285714,85.57142857,25.82540571,28.06486
5/23/1990,NOI BAI,21.22,105.81,1990,5,23,26.9,24.9125,89.125,24.46676125,25.97134
5/24/1990,NOI BAI,21.22,105.81,1990,5,24,21.96,18.98,83.4,19.465634,22.80273
5/25/1990,NOI BAI,21.22,105.81,1990,5,25,24.58571429,19.48333333,75.83333333,22.083295,24.01542
5/26/1990,NOI BAI,21.22,105.81,1990,5,26,26.14285714,21.17142857,75.28571429,23.65692286,27.20234
5/27/1990,NOI BAI,21.22,105.81,1990,5,27,27.23333333,22.6,77,24.76271333,28.82028
5/28/1990,NOI BAI,21.22,105.81,1990,5,28,27.925,23.875,78.75,25.4697375,26.65337
5/29/1990,NOI BAI,21.22,105.81,1990,5,29,28.86666667,24.66666667,79,26.41786667,29.4381
5/30/1990,NOI BAI,21.22,105.81,1990,5,30,27.68333333,25.13333333,86.33333333,25.24877333,27.863
5/31/1990,NOI BAI,21.22,105.81,1990,5,31,27.1625,25.1875,89.375,24.73189375,29.05733
6/1/1990,NOI BAI,21.22,105.81,1990,6,1,26.4,20.975,73.75,23.9095175,26.41938
6/2/1990,NOI BAI,21.22,105.81,1990,6,2,27.72,22.26,73.2,25.241258,27.4348
6/3/1990,NOI BAI,21.22,105.81,1990,6,3,26.83333333,23.6,82.83333333,24.38041333,26.64572
6/4/1990,NOI BAI,21.22,105.81,1990,6,4,26.45714286,22.47142857,79.57142857,23.98921286,27.81863
6/5/1990,NOI BAI,21.22,105.81,1990,6,5,29.55,25.825,81.25,27.1148225,30.46729
6/6/1990,NOI BAI,21.22,105.81,1990,6,6,29.94285714,26.4,82.14285714,27.51412,31.67386
6/7/1990,NOI BAI,21.22,105.81,1990,6,7,32.725,24.85,64.75,30.255855,34.62067
6/8/1990,NOI BAI,21.22,105.81,1990,6,8,29.55,24.46666667,74.66666667,27.09404,28.64902
6/9/1990,NOI BAI,21.22,105.81,1990,6,9,28.18333333,23.78333333,77.66666667,25.72511833,28.44257
6/10/1990,NOI BAI,21.22,105.81,1990,6,10,29.25,24.53333333,77,26.79686,30.23789
6/11/1990,NOI BAI,21.22,105.81,1990,6,11,27.42,25.58,89.8,24.993854,27.26813
6/12/1990,NOI BAI,21.22,105.81,1990,6,12,26.5,25.2,92.5,24.07356,24.17602
6/13/1990,NOI BAI,21.22,105.81,1990,6,13,29.81666667,25.76666667,80.16666667,27.37899667,31.84665
6/14/1990,NOI BAI,21.22,105.81,1990,6,14,30.325,26.9125,82.625,27.90181125,31.86501
6/15/1990,NOI BAI,21.22,105.81,1990,6,15,29.41666667,25.9,81.66666667,26.98343667,28.37224
6/16/1990,NOI BAI,21.22,105.81,1990,6,16,30.6125,25.5125,75.125,28.16616625,31.85124
6/17/1990,NOI BAI,21.22,105.81,1990,6,17,30.875,25.6125,74.625,28.42862125,32.54245
6/18/1990,NOI BAI,21.22,105.81,1990,6,18,30.43333333,25.23333333,75,27.98380333,31.73807
6/19/1990,NOI BAI,21.22,105.81,1990,6,19,27.83333333,26.11666667,90.5,25.41291833,26.98523
6/20/1990,NOI BAI,21.22,105.81,1990,6,20,27.06,25.36,90.4,24.632648,25.98664
6/21/1990,NOI BAI,21.22,105.81,1990,6,21,29.78,25.74,79.4,27.342142,29.66597
6/22/1990,NOI BAI,21.22,105.81,1990,6,22,28.35,25.45,84.5,25.916285,27.46387
6/23/1990,NOI BAI,21.22,105.81,1990,6,23,29.82,25.46,78,27.377618,29.85559
6/24/1990,NOI BAI,21.22,105.81,1990,6,24,29.26666667,24.88333333,78.33333333,26.81878167,30.24248
6/25/1990,NOI BAI,21.22,105.81,1990,6,25,28.65,25.3875,83,26.21352875,28.96252
6/26/1990,NOI BAI,21.22,105.81,1990,6,26,28.1,25.8,87.5,25.67314,27.67032
6/27/1990,NOI BAI,21.22,105.81,1990,6,27,28.1125,25.35,85.5,25.67868,29.26837
6/28/1990,NOI BAI,21.22,105.81,1990,6,28,27.65714286,24.88571429,85.14285714,25.21895143,26.65949
6/29/1990,NOI BAI,21.22,105.81,1990,6,29,28.81428571,24.94285714,80.57142857,26.37002571,30.43669
6/30/1990,NOI BAI,21.22,105.81,1990,6,30,29.98333333,26.03333333,80.16666667,27.54874333,31.06981
7/1/1990,NOI BAI,21.22,105.81,1990,7,1,28.23333333,25.53333333,85.5,25.80159333,27.57704
7/2/1990,NOI BAI,21.22,105.81,1990,7,2,27.94285714,25.4,86.71428571,25.51082,28.66585
7/3/1990,NOI BAI,21.22,105.81,1990,7,3,28.46666667,24.48333333,79.66666667,26.01746167,28.64902
7/4/1990,NOI BAI,21.22,105.81,1990,7,4,29.75714286,24.84285714,76,27.30569571,30.84347
7/5/1990,NOI BAI,21.22,105.81,1990,7,5,29.42857143,24.88571429,77.28571429,26.97975143,30.05286
7/6/1990,NOI BAI,21.22,105.81,1990,7,6,30.36666667,25.31666667,75.83333333,27.91881167,31.0438
7/7/1990,NOI BAI,21.22,105.81,1990,7,7,30.2375,25.8625,78.375,27.79877125,31.84971
7/8/1990,NOI BAI,21.22,105.81,1990,7,8,30.78333333,26.61666667,79.33333333,28.35286833,31.2579
7/9/1990,NOI BAI,21.22,105.81,1990,7,9,26.64,24.62,88.8,24.203846,25.96828
7/10/1990,NOI BAI,21.22,105.81,1990,7,10,28.5,24.25,78.5,26.047025,29.24389
7/11/1990,NOI BAI,21.22,105.81,1990,7,11,28.75,26.45,87.75,26.329185,28.7729
7/12/1990,NOI BAI,21.22,105.81,1990,7,12,29,25.15,80,26.557795,27.25436
7/13/1990,NOI BAI,21.22,105.81,1990,7,13,31.41666667,24.45,67.83333333,28.94925167,33.42787
7/14/1990,NOI BAI,21.22,105.81,1990,7,14,30.5875,25.275,73.625,28.1376825,29.4687
7/15/1990,NOI BAI,21.22,105.81,1990,7,15,28.62857143,25.02857143,81.28571429,26.18673714,29.26225
7/16/1990,NOI BAI,21.22,105.81,1990,7,16,29.5875,24.6875,76.25,27.13469375,30.64161
7/17/1990,NOI BAI,21.22,105.81,1990,7,17,31.8,24.55,66.5,29.331815,32.03015
7/18/1990,NOI BAI,21.22,105.81,1990,7,18,31.96,24.4,65.8,29.48856,32.04392
7/19/1990,NOI BAI,21.22,105.81,1990,7,19,28.45,25.1,82.33333333,26.01033,27.4654
7/20/1990,NOI BAI,21.22,105.81,1990,7,20,27.75,25.6,88.5,25.32218,29.06651
7/21/1990,NOI BAI,21.22,105.81,1990,7,21,26.96,24.64,87.6,24.522232,26.85982
7/22/1990,NOI BAI,21.22,105.81,1990,7,22,26.85714286,23.25714286,82.57142857,24.39883429,28.14896
7/23/1990,NOI BAI,21.22,105.81,1990,7,23,25.7875,24.75714286,93.42857143,23.35855929,24.47269
7/24/1990,NOI BAI,21.22,105.81,1990,7,24,27.43333333,24.8,86,24.99517333,26.45763
7/25/1990,NOI BAI,21.22,105.81,1990,7,25,27,25.075,89.5,24.5686475,25.57068
7/26/1990,NOI BAI,21.22,105.81,1990,7,26,27.62857143,25.05714286,86.42857143,25.19317429,28.35541
7/27/1990,NOI BAI,21.22,105.81,1990,7,27,26.58,25.02,91.2,24.150326,24.57209
7/28/1990,NOI BAI,21.22,105.81,1990,7,28,27.36,25.64,90.4,24.935132,26.27413
7/29/1990,NOI BAI,21.22,105.81,1990,7,29,26.61666667,25.26666667,92.33333333,24.19054667,25.68079
7/30/1990,NOI BAI,21.22,105.81,1990,7,30,27.78333333,25.36666667,87.5,25.35174333,29.36012
7/31/1990,NOI BAI,21.22,105.81,1990,7,31,29.12,25.64,82.2,26.684572,30.26084
8/1/1990,NOI BAI,21.22,105.81,1990,8,1,31.36666667,25.93333333,74.33333333,28.92224667,34.84548
8/2/1990,NOI BAI,21.22,105.81,1990,8,2,30.46666667,25.58,77.4,28.02224067,29.68739
8/3/1990,NOI BAI,21.22,105.81,1990,8,3,30.8375,25.38571429,72.14285714,28.38787643,33.03945
8/4/1990,NOI BAI,21.22,105.81,1990,8,4,29.36,24.62,76.4,26.907526,30.25472
8/5/1990,NOI BAI,21.22,105.81,1990,8,5,30.1,25.52,77.4,27.656856,30.34953
8/6/1990,NOI BAI,21.22,105.81,1990,8,6,31.23333333,23.6,66.5,28.75401333,31.2579
8/7/1990,NOI BAI,21.22,105.81,1990,8,7,30.31666667,26.21666667,79.66666667,27.88288167,31.25637
8/8/1990,NOI BAI,21.22,105.81,1990,8,8,30.975,26.4375,77.625,28.54064375,31.25637
8/9/1990,NOI BAI,21.22,105.81,1990,8,9,31.07142857,26.71428571,78.57142857,28.64072857,31.86807
8/10/1990,NOI BAI,21.22,105.81,1990,8,10,31.81666667,26.03333333,72.66666667,29.37107667,33.06087
8/11/1990,NOI BAI,21.22,105.81,1990,8,11,28.76666667,26.38333333,87.16666667,26.34473167,28.98547
8/12/1990,NOI BAI,21.22,105.81,1990,8,12,27.7,25.6,88.42857143,25.27248,27.18403
8/13/1990,NOI BAI,21.22,105.81,1990,8,13,29.4,26.8,86,26.98064,27.28037
8/14/1990,NOI BAI,21.22,105.81,1990,8,14,29.2,26.16666667,84,26.77215,28.57257
8/15/1990,NOI BAI,21.22,105.81,1990,8,15,30.32857143,26.4,80.57142857,27.89752,31.4567
8/16/1990,NOI BAI,21.22,105.81,1990,8,16,30.9,25.86666667,75.5,28.45736,31.8543
8/17/1990,NOI BAI,21.22,105.81,1990,8,17,31.525,25.8,72.5,29.07759,32.54245
8/18/1990,NOI BAI,21.22,105.81,1990,8,18,31.8,26.4,74.25,29.36012,33.25049
8/19/1990,NOI BAI,21.22,105.81,1990,8,19,31.95714286,25.88571429,70.71428571,29.50845143,32.34671
8/20/1990,NOI BAI,21.22,105.81,1990,8,20,33.125,24.375,62.75,30.6461875,34.23684
8/21/1990,NOI BAI,21.22,105.81,1990,8,21,30.2,28.25,89.5,27.798025,27.90584
8/22/1990,NOI BAI,21.22,105.81,1990,8,22,33.8,27.78,72.4,31.369234,35.07029
8/23/1990,NOI BAI,21.22,105.81,1990,8,23,32.34285714,27.02857143,74.85714286,29.90933714,32.5807
8/24/1990,NOI BAI,21.22,105.81,1990,8,24,30.94285714,26.1,76.14285714,28.50353,31.17839
8/25/1990,NOI BAI,21.22,105.81,1990,8,25,27.98,24.1,79,25.52785,27.24518
8/26/1990,NOI BAI,21.22,105.81,1990,8,26,28.575,24.2375,78.625,26.12138375,30.03756
8/27/1990,NOI BAI,21.22,105.81,1990,8,27,29.05,25.2,80.625,26.60826,29.85712
8/28/1990,NOI BAI,21.22,105.81,1990,8,28,30.15,25.85,78,27.711605,28.77749
8/29/1990,NOI BAI,21.22,105.81,1990,8,29,28.48571429,23.95714286,77.14285714,26.02834429,28.84476
8/30/1990,NOI BAI,21.22,105.81,1990,8,30,26.05,24.06666667,89,23.60892,24.46045
8/31/1990,NOI BAI,21.22,105.81,1990,8,31,27.36,24.375,87.25,24.9157775,29.13378
9/1/1990,NOI BAI,21.22,105.81,1990,9,1,31.7,26.13333333,75.33333333,29.25664,32.54857
9/2/1990,NOI BAI,21.22,105.81,1990,9,2,29.78333333,24.68333333,75,27.32928833,32.83606
9/3/1990,NOI BAI,21.22,105.81,1990,9,3,29.28,25.3,80.2,26.83841,30.06051
9/4/1990,NOI BAI,21.22,105.81,1990,9,4,28.8375,23.7,74.25,26.374085,30.34035
9/5/1990,NOI BAI,21.22,105.81,1990,9,5,27.93333333,24.56666667,82,25.48860333,27.6489
9/6/1990,NOI BAI,21.22,105.81,1990,9,6,34.5,23.2,52,31.99496,31.99496
9/7/1990,NOI BAI,21.22,105.81,1990,9,7,30.36,25.16,76,27.909788,32.63879
9/8/1990,NOI BAI,21.22,105.81,1990,9,8,29.56,26.325,81,27.1324125,30.16909
9/9/1990,NOI BAI,21.22,105.81,1990,9,9,29.98571429,24.91428571,75.14285714,27.53398857,30.35565
9/10/1990,NOI BAI,21.22,105.81,1990,9,10,29.625,25.625,79.5,27.1863125,29.26837
9/11/1990,NOI BAI,21.22,105.81,1990,9,11,31.05,26.7,79,28.61921,32.55622
9/12/1990,NOI BAI,21.22,105.81,1990,9,12,29.45,26.51666667,84.66666667,27.026005,30.26543
